UTILITYID,UTILNAME,STATE_CODE,YEAR,MONTH," RESIDENTIAL REVENUES ($1,000) ", RESIDENTIAL SALES (MWh) , RESIDENTIAL CUSTOMERS ," COMMERCIAL REVENUES ($1,000) ", COMMERCIAL SALES (MWh) , COMMERCIAL CUSTOMERS ," INDUSTRIAL REVENUES ($1,000) ", INDUSTRIAL SALES (MWh) , INDUSTRIAL CUSTOMERS ," TRANSPORTATION REVENUES ($1,000) ", TRANSPORTATION SALES (MWh) , TRANSPORTATION CUSTOMERS ," TOTAL REVENUES ($1,000) ", TOTAL SALES (MWh) , TOTAL CUSTOMERS 
9645,Jamestown Board of Public Util,NY,2012,5, 902.92 ," 11,970.36 "," 16,645 "," 1,056.96 "," 13,276.37 "," 2,645 ", 556.47 ," 8,519.27 ", 127 , -   , -   , -   ," 2,516.35 "," 33,766.00 "," 19,417 "
11171,Long Island Power Authority,NY,2012,5," 145,314.00 "," 771,053.00 "," 997,520 "," 112,748.00 "," 672,479.00 "," 117,916 ", -   , -   , -   ,,, 1 ," 258,062.00 "," 1,443,532.00 "," 1,115,437 "
13511,New York State Elec & Gas Corp,NY,2012,5," 34,581.86 "," 328,396.57 "," 575,766 "," 10,263.69 "," 114,691.57 "," 68,391 "," 1,449.26 "," 26,526.84 ", 804 , 156.24 ," 2,861.50 ", 1 ," 46,451.05 "," 472,476.48 "," 644,962 "
13573,Niagara Mohawk Power Corp.,NY,2012,5," 75,199.23 "," 626,557.60 "," 1,173,742 "," 24,853.12 "," 251,563.40 "," 99,268 "," 11,420.56 "," 89,101.40 ", 659 , -   , -   , -   ," 111,472.91 "," 967,222.40 "," 1,273,669 "
14154,Orange & Rockland Utils Inc,NY,2012,5," 9,762.72 "," 69,797.61 "," 121,569 "," 4,510.76 "," 49,521.27 "," 17,860 ", 631.63 ," 12,529.70 ", 48 , -   , -   , -   ," 14,905.11 "," 131,848.58 "," 139,477 "
14711,Pennsylvania Electric Co,NY,2012,5, 273.75 ," 3,236.05 "," 3,315 ", 91.10 ," 1,191.00 ", 437 , 62.51 ," 1,052.54 ", 10 , -   , -   , -   , 427.36 ," 5,479.58 "," 3,762 "
16183,Rochester Gas & Electric Corp,NY,2012,5," 17,726.00 "," 145,499.00 "," 245,456 "," 5,729.00 "," 45,726.00 "," 20,572 ", 738.00 ," 6,771.00 ", 332 , -   , -   , -   ," 24,193.00 "," 197,996.00 "," 266,360 "
88888,Total EPM,NY,2012,5," 614,976.00 "," 3,548,281.00 "," 6,985,454 "," 853,876.00 "," 5,843,523.00 "," 1,037,384 "," 73,745.00 "," 1,098,931.00 "," 8,097 "," 29,931.00 "," 211,801.00 ", 6 ," 1,572,528.00 "," 10,702,536.00 "," 8,030,941 "
0,Adjustment 2012,OH,2012,5," 210,010.18 "," 1,808,053.80 "," 2,375,942 "," 269,965.21 "," 2,999,638.95 "," 338,297 "," 199,965.21 "," 3,144,937.23 "," 9,242 ", 142.96 ," 2,135.02 ", 1 ," 680,083.56 "," 7,954,765.00 "," 2,723,482 "
3542,Duke Energy Ohio Inc,OH,2012,5," 37,233.12 "," 350,901.57 "," 439,445 "," 12,543.98 "," 114,618.91 "," 41,573 "," 1,666.12 "," 22,649.77 ", 851 , -   , -   , -   ," 51,443.22 "," 488,170.24 "," 481,869 "
3755,Cleveland Electric Illum Co,OH,2012,5," 10,958.07 "," 92,152.32 "," 161,717 "," 9,388.15 "," 80,687.09 "," 18,454 "," 3,705.42 "," 61,190.75 ", 171 , -   , -   , -   ," 24,051.64 "," 234,030.15 "," 180,342 "
4922,Dayton Power & Light Co,OH,2012,5," 42,852.00 "," 308,109.00 "," 389,095 "," 13,759.00 "," 127,810.00 "," 33,194 "," 2,027.00 "," 20,487.00 ", 705 , 12.00 , 135.00 , 1 ," 58,650.00 "," 456,541.00 "," 422,995 "
13998,Ohio Edison Co,OH,2012,5," 26,833.49 "," 232,688.74 "," 297,693 "," 10,090.81 "," 100,654.56 "," 29,504 "," 6,954.58 "," 129,490.32 ", 392 , -   , -   , -   ," 43,878.88 "," 462,833.62 "," 327,589 "
14006,Ohio Power Co,OH,2012,5," 102,960.15 "," 843,060.84 "," 1,116,241 "," 65,684.06 "," 625,873.80 "," 142,713 "," 60,197.73 "," 1,095,708.52 "," 8,141 ", -   , -   , -   ," 228,841.93 "," 2,564,643.15 "," 1,267,095 "
14015,Ohio Valley Electric Corp,OH,2012,5, -   , -   , -   , -   , -   , -   , 676.00 ," 16,201.00 ", 1 , -   , -   , -   , 676.00 ," 16,201.00 ", 1 
18997,The Toledo Edison Co,OH,2012,5," 6,935.82 "," 58,746.99 "," 90,878 "," 3,330.39 "," 28,983.48 "," 9,556 "," 4,592.07 "," 126,932.52 ", 93 , -   , -   , -   ," 14,858.27 "," 214,662.98 "," 100,527 "
88888,Total EPM,OH,2012,5," 437,783.00 "," 3,693,713.00 "," 4,871,011 "," 384,762.00 "," 4,078,267.00 "," 613,291 "," 279,784.00 "," 4,617,597.00 "," 19,596 ", 155.00 ," 2,270.00 ", 2 ," 1,102,483.00 "," 12,391,847.00 "," 5,503,900 "
0,Adjustment 2012,OK,2012,5," 45,773.09 "," 444,855.55 "," 475,059 "," 27,746.55 "," 302,097.25 "," 91,842 "," 18,815.31 "," 328,089.90 "," 2,109 ", -   , -   , -   ," 92,334.95 "," 1,075,042.70 "," 569,010 "
817,Arkansas Valley Elec Coop Corp,OK,2012,5, 347.00 ," 3,547.00 "," 3,967 ", 150.00 ," 1,834.00 ", 475 , -   , -   , -   , -   , -   , -   , 497.00 ," 5,381.00 "," 4,442 "
5860,Empire District Electric Co,OK,2012,5, 303.35 ," 2,867.59 "," 3,815 ", 412.96 ," 4,529.86 ", 874 , 323.62 ," 4,249.02 ", 13 , -   , -   , -   ," 1,039.93 "," 11,646.48 "," 4,702 "
7490,Grand River Dam Authority,OK,2012,5, -   , -   , -   , 44.98 , 486.58 , 48 ," 5,242.55 "," 93,210.81 ", 31 , -   , -   , -   ," 5,287.53 "," 93,697.39 ", 79 
13734,Northeast Oklahoma Electric Co,OK,2012,5," 3,281.00 "," 28,080.00 "," 34,483 "," 1,104.00 "," 10,184.00 "," 3,753 ", 162.00 ," 2,256.00 ", 12 , -   , -   , -   ," 4,547.00 "," 40,520.00 "," 38,248 "
14062,Oklahoma Electric Coop Inc,OK,2012,5," 5,977.00 "," 55,610.00 "," 45,677 "," 2,218.00 "," 20,185.00 "," 4,106 ", 836.00 ," 9,776.00 ", 50 , -   , -   , -   ," 9,031.00 "," 85,571.00 "," 49,833 "
14063,Oklahoma Gas & Electric Co,OK,2012,5," 69,193.00 "," 696,452.00 "," 624,766 "," 60,131.00 "," 893,002.00 "," 94,074 "," 25,822.00 "," 517,647.00 "," 9,006 ", -   , -   , -   ," 155,146.00 "," 2,107,101.00 "," 727,846 "
15474,Public Service Co of Oklahoma,OK,2012,5," 41,365.00 "," 518,194.00 "," 459,897 "," 39,771.00 "," 609,986.00 "," 68,634 "," 21,145.00 "," 431,739.00 "," 6,500 ", -   , -   , -   ," 102,281.00 "," 1,559,919.00 "," 535,031 "
19785,Verdigris Valley Elec Coop Inc,OK,2012,5," 4,177.00 "," 39,259.00 "," 30,030 ", 514.00 ," 4,489.00 "," 4,248 ", 620.00 ," 6,818.00 ", 657 , -   , -   , -   ," 5,311.00 "," 50,566.00 "," 34,935 "
88888,Total EPM,OK,2012,5," 170,416.00 "," 1,788,865.00 "," 1,677,694 "," 132,092.00 "," 1,846,794.00 "," 268,054 "," 72,966.00 "," 1,393,786.00 "," 18,378 ", -   , -   , -   ," 375,475.00 "," 5,029,445.00 "," 1,964,126 "
0,Adjustment 2012,OR,2012,5," 24,283.29 "," 308,982.11 "," 329,823 "," 15,182.30 "," 222,226.29 "," 45,608 "," 16,392.99 "," 363,346.71 "," 7,775 ", 0.03 , 0.01 , -   ," 55,858.61 "," 894,555.11 "," 383,206 "
1738,Bonneville Power Administration,OR,2012,5, -   , -   , -   , 8.25 , 306.85 , 1 , -   , -   , -   , -   , -   , -   , 8.25 , 306.85 , 1 
6022,City of Eugene - (OR),OR,2012,5," 6,655.00 "," 68,117.00 "," 79,390 "," 5,539.00 "," 69,012.00 "," 9,667 "," 2,624.00 "," 45,554.00 ", 4 , -   , -   , -   ," 14,818.00 "," 182,683.00 "," 89,061 "
9191,Idaho Power Co,OR,2012,5," 1,028.82 "," 11,891.66 "," 13,328 ", 785.24 ," 10,802.66 "," 3,341 "," 1,165.83 "," 20,942.04 "," 1,740 ", -   , -   , -   ," 2,979.88 "," 43,636.36 "," 18,409 "
14354,PacifiCorp,OR,2012,5," 38,779.34 "," 372,966.91 "," 473,581 "," 36,704.38 "," 411,422.11 "," 76,631 "," 14,313.08 "," 204,018.26 "," 9,560 ", 107.25 ," 1,327.03 ", 1 ," 89,904.05 "," 989,734.31 "," 559,773 "
15248,Portland General Electric Co,OR,2012,5," 57,159.35 "," 531,208.85 "," 722,695 "," 50,396.14 "," 568,690.47 "," 100,110 "," 17,877.09 "," 309,124.22 "," 4,623 ", 58.17 , 657.53 , 3 ," 125,490.74 "," 1,409,681.06 "," 827,431 "
18260,Surprise Valley Electrificatio,OR,2012,5, 78.75 ," 1,034.61 "," 1,145 ", 20.01 , 248.51 , 364 , 108.22 ," 1,468.47 ", 251 , -   , -   , -   , 206.99 ," 2,751.59 "," 1,760 "
28541,Clatskanie Peoples Util Dist,OR,2012,5, 253.61 ," 5,218.82 "," 4,032 ", 107.98 ," 2,115.28 ", 568 ," 2,666.04 "," 67,713.58 ", 4 , -   , -   , -   ," 3,027.63 "," 75,047.68 "," 4,604 "
40437,Emerald People's Utility Dist,OR,2012,5," 1,648.97 "," 17,882.04 "," 18,107 ", 626.02 ," 7,068.62 "," 1,810 ", 232.02 ," 3,479.78 ", 554 , -   , -   , -   ," 2,507.01 "," 28,430.44 "," 20,471 "
88888,Total EPM,OR,2012,5," 129,887.00 "," 1,317,302.00 "," 1,642,101 "," 109,369.00 "," 1,291,893.00 "," 238,100 "," 55,379.00 "," 1,015,647.00 "," 24,511 ", 165.00 ," 1,985.00 ", 4 ," 294,801.00 "," 3,626,826.00 "," 1,904,716 "
0,Adjustment 2012,PA,2012,5," 158,087.42 "," 1,232,503.14 "," 1,699,030 "," 243,119.92 "," 2,689,135.35 "," 287,504 "," 296,125.48 "," 4,170,958.07 "," 13,864 "," 5,886.29 "," 72,294.79 ", 14 ," 703,219.11 "," 8,164,891.35 "," 2,000,412 "
3597,Citizens Electric Co - (PA),PA,2012,5, 546.00 ," 5,127.00 "," 5,697 ", 234.00 ," 2,030.00 "," 1,084 ", 381.00 ," 3,815.00 ", 41 , -   , -   , -   ," 1,161.00 "," 10,972.00 "," 6,822 "
5487,Duquesne Light Co,PA,2012,5," 29,722.00 "," 193,929.00 "," 326,160 "," 11,838.00 "," 108,339.00 "," 37,864 "," 1,023.00 "," 9,561.00 ", 414 , -   , -   , -   ," 42,583.00 "," 311,829.00 "," 364,438 "
12390,Metropolitan Edison Co,PA,2012,5," 36,854.95 "," 273,753.85 "," 381,374 "," 8,837.31 "," 80,325.02 "," 45,050 ", 963.72 ," 13,880.22 ", 98 , -   , -   , -   ," 46,655.97 "," 367,959.09 "," 426,522 "
14711,Pennsylvania Electric Co,PA,2012,5," 30,540.52 "," 214,266.85 "," 378,881 "," 9,764.19 "," 98,910.15 "," 55,982 ", 706.25 ," 7,190.52 ", 92 , -   , -   , -   ," 41,010.96 "," 320,367.52 "," 434,955 "
14715,PPL Electric Utilities Corp,PA,2012,5," 55,627.00 "," 478,848.00 "," 743,076 "," 13,172.00 "," 121,548.00 "," 90,636 ", 927.00 ," 9,691.00 "," 1,489 ", -   , -   , -   ," 69,726.00 "," 610,087.00 "," 835,201 "
14716,Pennsylvania Power Co,PA,2012,5," 9,366.64 "," 86,994.38 "," 104,263 "," 2,505.83 "," 30,349.07 "," 13,312 ", 61.83 ," 1,434.24 ", 17 , -   , -   , -   ," 11,934.30 "," 118,777.69 "," 117,592 "
14940,PECO Energy Co,PA,2012,5," 91,406.70 "," 582,774.28 "," 1,061,577 "," 26,267.53 "," 188,010.55 "," 86,136 "," 4,675.80 "," 49,470.86 ", 364 , -   , -   , -   ," 122,350.03 "," 820,255.69 "," 1,148,077 "
15045,Pike County Light & Power Co,PA,2012,5, 73.29 , 673.33 ," 1,195 ", 144.51 ," 1,697.05 ", 398 , -   , -   , -   , -   , -   , -   , 217.80 ," 2,370.38 "," 1,593 "
19390,"UGI Utilities, Inc",PA,2012,5," 4,180.10 "," 36,517.48 "," 54,370 "," 1,417.26 "," 14,551.38 "," 6,609 ", 139.26 ," 1,756.49 ", 86 , -   , -   , -   ," 5,736.62 "," 52,825.35 "," 61,065 "
20334,Wellsborough Electric Co,PA,2012,5, 434.11 ," 3,208.36 "," 5,044 ", 321.30 ," 2,466.87 "," 1,162 ", 350.20 ," 3,666.02 ", 13 , -   , -   , -   ," 1,105.60 "," 9,341.24 "," 6,219 "
20387,West Penn Power Company,PA,2012,5," 35,807.72 "," 376,642.12 "," 501,873 "," 11,060.17 "," 119,804.82 "," 61,704 ",,," 8,505 ", -   , -   , -   ," 46,867.89 "," 496,446.94 "," 572,082 "
88888,Total EPM,PA,2012,5," 452,646.00 "," 3,485,238.00 "," 5,262,540 "," 328,682.00 "," 3,457,167.00 "," 687,441 "," 305,354.00 "," 4,271,423.00 "," 24,983 "," 5,886.00 "," 72,295.00 ", 14 ," 1,092,568.00 "," 11,286,123.00 "," 5,974,978 "
0,Adjustment 2012,RI,2012,5, 419.58 ," 2,971.27 "," 4,251 "," 17,809.65 "," 154,876.29 "," 10,071 "," 6,111.95 "," 58,137.45 ", 373 , 221.12 ," 1,876.12 ", 1 ," 24,562.30 "," 217,861.13 "," 14,696 "
1857,Block Island Power Co,RI,2012,5, 131.00 , 279.00 ," 1,397 ", 249.00 , 520.00 , 462 , -   , -   , -   , -   , -   , -   , 380.00 , 799.00 ," 1,859 "
13214,The Narragansett Electric Co,RI,2012,5," 30,480.01 "," 211,968.84 "," 415,912 "," 16,356.77 "," 139,455.18 "," 46,130 "," 1,975.08 "," 18,405.68 "," 1,478 ", -   , -   , -   ," 48,811.86 "," 369,829.69 "," 463,520 "
14537,Pascoag Utility District,RI,2012,5, 263.00 ," 1,954.00 "," 4,000 ", 43.00 , 271.00 , 518 , 193.00 ," 1,636.00 ", 62 , -   , -   , -   , 499.00 ," 3,861.00 "," 4,580 "
88888,Total EPM,RI,2012,5," 31,294.00 "," 217,173.00 "," 425,560 "," 34,458.00 "," 295,122.00 "," 57,181 "," 8,280.00 "," 78,179.00 "," 1,913 ", 221.00 ," 1,876.00 ", 1 ," 74,253.00 "," 592,351.00 "," 484,655 "
0,Adjustment 2012,SC,2012,5," 77,441.17 "," 639,610.34 "," 671,342 "," 28,858.64 "," 270,267.89 "," 81,680 "," 20,841.23 "," 290,085.37 "," 1,137 ", -   , -   , -   ," 127,141.04 "," 1,199,963.60 "," 754,159 "
1613,Berkeley Electric Coop Inc,SC,2012,5," 10,051.00 "," 76,598.00 "," 74,936 "," 2,291.00 "," 18,195.00 "," 8,693 "," 2,797.00 "," 33,750.00 ", 143 , -   , -   , -   ," 15,139.00 "," 128,543.00 "," 83,772 "
3046,Progress Energy Carolinas Inc,SC,2012,5," 15,217.45 "," 153,700.87 "," 134,801 "," 13,259.84 "," 155,450.40 "," 31,272 "," 11,041.24 "," 156,927.48 ", 667 , -   , -   , -   ," 39,518.52 "," 466,078.75 "," 166,740 "
5416,"Duke Energy Carolinas, LLC",SC,2012,5," 47,721.20 "," 474,528.43 "," 455,894 "," 41,280.86 "," 505,068.97 "," 88,070 "," 41,587.89 "," 776,741.76 "," 1,713 ", -   , -   , -   ," 130,589.96 "," 1,756,339.16 "," 545,677 "
11118,Lockhart Power Co,SC,2012,5, 516.31 ," 4,087.02 "," 4,997 ", 200.10 ," 1,615.47 "," 1,244 ", 582.17 ," 9,107.74 ", 9 , -   , -   , -   ," 1,298.57 "," 14,810.22 "," 6,250 "
14398,Palmetto Electric Coop Inc,SC,2012,5," 6,655.81 "," 59,015.70 "," 58,588 "," 3,966.72 "," 37,204.84 "," 9,643 ", 600.17 ," 5,983.11 ", 24 , -   , -   , -   ," 11,222.71 "," 102,203.65 "," 68,255 "
17539,South Carolina Electric&Gas Co,SC,2012,5," 77,279.00 "," 634,727.00 "," 574,261 "," 66,459.00 "," 690,450.00 "," 93,774 "," 35,393.00 "," 531,050.00 ", 717 , -   , -   , -   ," 179,131.00 "," 1,856,227.00 "," 668,752 "
17543,South Carolina Public Service Authority,SC,2012,5," 10,911.75 "," 114,476.92 "," 137,533 "," 13,216.59 "," 165,950.76 "," 28,441 "," 33,322.25 "," 632,446.56 ", 29 , -   , -   , -   ," 57,450.59 "," 912,874.24 "," 166,003 "
88888,Total EPM,SC,2012,5," 245,794.00 "," 2,156,744.00 "," 2,112,352 "," 169,533.00 "," 1,844,203.00 "," 342,817 "," 146,165.00 "," 2,436,092.00 "," 4,439 ", -   , -   , -   ," 561,491.00 "," 6,437,040.00 "," 2,459,608 "
0,Adjustment 2012,SD,2012,5," 8,295.07 "," 76,928.11 "," 83,240 "," 6,958.41 "," 97,502.96 "," 12,160 "," 2,435.87 "," 34,200.56 "," 1,134 ", -   , -   , -   ," 17,689.35 "," 208,631.63 "," 96,534 "
1769,"Black Hills Electric Coop, Inc",SD,2012,5, 853.64 ," 6,390.34 "," 8,119 ", 295.15 ," 2,331.03 "," 1,132 ", -   , -   , -   , -   , -   , -   ," 1,148.78 "," 8,721.37 "," 9,251 "
2285,City of Brookings - (SD),SD,2012,5, 528.00 ," 5,858.00 "," 8,413 ", 250.00 ," 2,902.00 "," 1,305 ", 770.00 ," 11,771.00 ", 147 , -   , -   , -   ," 1,548.00 "," 20,531.00 "," 9,865 "
3236,"Central Electric Coop, Inc - (SD)",SD,2012,5, 653.33 ," 5,781.80 "," 6,461 ", 139.40 ," 1,503.24 ", 661 , 995.84 ," 15,106.38 ", 148 , -   , -   , -   ," 1,788.57 "," 22,391.42 "," 7,270 "
11475,City of Madison - (SD),SD,2012,5, 266.00 ," 2,470.00 "," 2,792 ", 137.00 ," 1,877.00 ", 406 , 245.00 ," 3,081.00 ", 48 , -   , -   , -   , 648.00 ," 7,428.00 "," 3,246 "
12199,Montana-Dakota Utilities Co,SD,2012,5, 463.00 ," 4,820.00 "," 6,621 ", 425.00 ," 5,133.00 "," 2,050 ", 44.00 , 699.00 , 8 , -   , -   , -   , 932.00 ," 10,652.00 "," 8,679 "
12341,MidAmerican Energy Co,SD,2012,5, 268.11 ," 3,117.78 "," 3,590 ", 210.30 ," 2,803.00 ", 822 , 433.74 ," 10,169.20 ", 21 , -   , -   , -   , 912.15 ," 16,089.97 "," 4,433 "
13337,Nebraska Public Power District,SD,2012,5, 104.50 ," 1,104.60 "," 1,064 ", 94.50 ," 1,410.50 ", 219 , -   , -   , -   , -   , -   , -   , 199.00 ," 2,515.10 "," 1,283 "
13750,"Northern Electric Coop, Inc",SD,2012,5, 680.50 ," 5,684.52 "," 5,150 ", 280.92 ," 3,227.66 ", 644 , 662.63 ," 9,233.62 ", 197 , -   , -   , -   ," 1,624.06 "," 18,145.79 "," 5,991 "
13781,Northern States Power Co - Minnesota,SD,2012,5," 4,981.53 "," 49,108.64 "," 73,807 "," 6,291.43 "," 81,549.35 "," 11,107 "," 1,840.37 "," 29,482.90 ", 19 , -   , -   , -   ," 13,113.32 "," 160,140.89 "," 84,933 "
13809,NorthWestern Energy - (SD),SD,2012,5," 3,195.00 "," 33,387.00 "," 48,883 "," 4,160.00 "," 48,829.00 "," 12,549 "," 1,273.00 "," 21,863.00 ", 60 , -   , -   , -   ," 8,628.00 "," 104,079.00 "," 61,492 "
14232,Otter Tail Power Co,SD,2012,5, 628.92 ," 6,737.60 "," 8,675 "," 1,425.22 "," 21,549.30 "," 2,782 ", -   , -   , -   , -   , -   , -   ," 2,054.14 "," 28,286.91 "," 11,457 "
15040,City of Pierre - (SD),SD,2012,5, 341.53 ," 3,870.92 "," 6,000 ", 162.86 ," 1,766.05 "," 1,013 ", 405.72 ," 6,330.90 ", 182 , -   , -   , -   , 910.11 ," 11,967.88 "," 7,195 "
16286,Rosebud Electric Coop Inc,SD,2012,5, 345.00 ," 3,263.00 "," 4,600 ", 113.00 ," 1,252.00 ", 720 , 0.70 , 5.00 , 24 , -   , -   , -   , 458.70 ," 4,520.00 "," 5,344 "
17267,Sioux Valley SW Elec Coop,SD,2012,5," 1,879.21 "," 16,550.42 "," 16,857 ", 348.17 ," 2,757.84 "," 1,841 "," 1,480.54 "," 20,650.62 ", 384 , -   , -   , -   ," 3,707.91 "," 39,958.88 "," 19,082 "
19293,Southeastern Electric Coop Inc - (SD),SD,2012,5," 1,401.19 "," 12,678.96 "," 13,410 ", 704.25 ," 7,965.36 "," 1,691 "," 1,516.03 "," 21,119.17 ", 212 , -   , -   , -   ," 3,621.48 "," 41,763.49 "," 15,313 "
19545,Black Hills Power Inc,SD,2012,5," 3,742.18 "," 33,249.19 "," 54,205 "," 5,556.15 "," 56,189.40 "," 13,960 "," 1,188.58 "," 18,929.00 ", 32 , -   , -   , -   ," 10,486.91 "," 108,367.58 "," 68,197 "
19896,City of Volga,SD,2012,5, 70.00 , 634.00 , 825 , 11.00 , 98.00 , 110 , 211.00 ," 3,107.00 ", 29 , -   , -   , -   , 292.00 ," 3,839.00 ", 964 
20187,Watertown Municipal Utilities,SD,2012,5, 582.00 ," 7,319.00 "," 11,148 ", 219.00 ," 2,400.00 "," 1,927 "," 1,085.00 "," 17,177.00 ", 392 , -   , -   , -   ," 1,886.00 "," 26,896.00 "," 13,467 "
20401,West River Electric Assn Inc,SD,2012,5," 1,301.56 "," 9,358.14 "," 14,013 ", 658.37 ," 5,736.85 "," 1,671 ", 52.64 , 555.77 , 8 , -   , -   , -   ," 2,012.58 "," 15,650.75 "," 15,692 "
88888,Total EPM,SD,2012,5," 30,580.00 "," 288,312.00 "," 377,873 "," 28,440.00 "," 348,784.00 "," 68,770 "," 14,641.00 "," 223,481.00 "," 3,045 ", -   , -   , -   ," 73,661.00 "," 860,577.00 "," 449,688 "
0,Adjustment 2012,TN,2012,5," 87,301.38 "," 833,980.61 "," 859,612 "," 72,421.19 "," 699,418.29 "," 187,595 "," 45,349.01 "," 613,759.71 ", 606 , (0.00), (0.02), -   ," 205,071.59 "," 2,147,158.59 "," 1,047,813 "
727,Appalachian Electric Coop,TN,2012,5," 4,094.00 "," 37,244.00 "," 38,737 "," 1,791.00 "," 16,118.00 "," 6,134 ", 555.00 ," 7,761.00 ", 8 , -   , -   , -   ," 6,440.00 "," 61,123.00 "," 44,879 "
814,Entergy Arkansas Inc,TN,2012,5, 0.02 , 0.42 , 3 , 0.12 , 0.12 , 3 , 0.11 , 0.11 , 3 , -   , -   , -   , 0.25 , 0.65 , 9 
2247,City of Bristol - (TN),TN,2012,5," 2,554.00 "," 27,623.00 "," 28,379 "," 1,961.00 "," 19,439.00 "," 4,442 "," 1,507.00 "," 21,750.00 ", 22 , -   , -   , -   ," 6,022.00 "," 68,812.00 "," 32,843 "
3408,City of Chattanooga - (TN),TN,2012,5," 13,231.00 "," 128,089.00 "," 138,084 "," 14,725.00 "," 141,823.00 "," 22,985 "," 9,105.00 "," 131,569.00 ", 114 , -   , -   , -   ," 37,061.00 "," 401,481.00 "," 161,183 "
3704,City of Clarksville - (TN),TN,2012,5," 6,037.00 "," 54,039.00 "," 55,215 "," 4,146.00 "," 38,719.00 "," 7,822 "," 1,072.00 "," 14,611.00 ", 12 , -   , -   , -   ," 11,255.00 "," 107,369.00 "," 63,049 "
3758,City of Cleveland - (TN),TN,2012,5," 2,284.00 "," 24,174.00 "," 25,378 "," 2,916.00 "," 30,316.00 "," 4,496 "," 1,737.00 "," 28,618.00 ", 22 , -   , -   , -   ," 6,937.00 "," 83,108.00 "," 29,896 "
3812,City of Clinton - (TN),TN,2012,5," 2,647.00 "," 25,171.00 "," 25,077 "," 1,630.00 "," 14,952.00 "," 4,423 "," 1,159.00 "," 18,435.00 ", 21 , -   , -   , -   ," 5,436.00 "," 58,558.00 "," 29,521 "
4624,Cumberland Elec Member Corp,TN,2012,5," 10,303.00 "," 95,323.00 "," 77,927 "," 4,080.00 "," 36,291.00 "," 12,048 "," 3,194.00 "," 50,460.00 ", 39 , -   , -   , -   ," 17,577.00 "," 182,074.00 "," 90,014 "
5399,Duck River Elec Member Corp,TN,2012,5," 6,535.00 "," 58,941.00 "," 60,379 "," 3,478.00 "," 30,932.00 "," 10,528 "," 1,996.00 "," 30,423.00 ", 22 , -   , -   , -   ," 12,009.00 "," 120,296.00 "," 70,929 "
7174,Gibson Electric Members Corp,TN,2012,5," 3,774.00 "," 30,655.00 "," 28,762 "," 1,523.00 "," 13,365.00 "," 6,009 "," 1,083.00 "," 16,605.00 ", 12 , -   , -   , -   ," 6,380.00 "," 60,625.00 "," 34,783 "
7625,City of Greeneville - (TN),TN,2012,5," 2,828.00 "," 28,662.00 "," 30,642 "," 2,255.00 "," 22,046.00 "," 7,059 "," 2,093.00 "," 32,336.00 ", 24 , -   , -   , -   ," 7,176.00 "," 83,044.00 "," 37,725 "
9777,Johnson City - (TN),TN,2012,5," 6,192.00 "," 61,293.00 "," 65,318 "," 5,027.00 "," 50,117.00 "," 10,578 "," 2,007.00 "," 24,474.00 ", 31 , -   , -   , -   ," 13,226.00 "," 135,884.00 "," 75,927 "
10171,Kentucky Utilities Co,TN,2012,5, 0.34 , 5.00 , 4 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 0.34 , 5.00 , 4 
10331,Kingsport Power Co,TN,2012,5," 3,898.16 "," 46,605.48 "," 41,178 "," 3,144.49 "," 37,529.68 "," 5,847 "," 4,680.61 "," 85,500.75 ", 167 , -   , -   , -   ," 11,723.25 "," 169,635.90 "," 47,192 "
10421,Knoxville Utilities Board,TN,2012,5," 14,731.00 "," 150,994.00 "," 172,624 "," 13,677.00 "," 138,505.00 "," 24,222 "," 7,379.00 "," 112,924.00 ", 66 , -   , -   , -   ," 35,787.00 "," 402,423.00 "," 196,912 "
10906,City of Lenoir - (TN),TN,2012,5," 5,410.00 "," 56,630.00 "," 48,771 "," 4,664.00 "," 47,652.00 "," 10,584 "," 1,001.00 "," 11,728.00 ", 29 , -   , -   , -   ," 11,075.00 "," 116,010.00 "," 59,384 "
12293,City of Memphis - (TN),TN,2012,5," 38,253.18 "," 401,622.46 "," 360,908 "," 37,906.98 "," 386,483.15 "," 43,329 "," 21,765.01 "," 327,764.00 ", 326 , 16.21 , 142.20 , 1 ," 97,941.38 "," 1,116,011.81 "," 404,564 "
12470,Middle Tennessee E M C,TN,2012,5," 18,475.00 "," 186,073.00 "," 164,973 "," 13,231.00 "," 135,264.00 "," 24,112 "," 5,708.00 "," 77,596.00 ", 108 , -   , -   , -   ," 37,414.00 "," 398,933.00 "," 189,193 "
13216,Nashville Electric Service,TN,2012,5," 31,399.00 "," 301,821.00 "," 323,653 "," 33,968.00 "," 326,374.00 "," 41,148 "," 17,999.00 "," 246,057.00 ", 240 , -   , -   , -   ," 83,366.00 "," 874,252.00 "," 365,041 "
